,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
1361,Medium,298.6,310.1,1458.0,41.9,61.0,No Failure
1362,Low,298.6,310.0,1517.0,41.2,64.0,No Failure
1363,Low,298.7,310.1,1433.0,54.6,66.0,No Failure
1364,Low,298.7,310.2,1566.0,33.1,68.0,No Failure
1365,Low,298.7,310.1,1676.0,33.5,70.0,No Failure
1366,Medium,298.7,310.1,1368.0,56.8,72.0,No Failure
1367,Medium,298.8,310.2,1581.0,37.5,75.0,No Failure
1368,High,298.8,310.3,1708.0,27.1,78.0,No Failure
1369,Medium,298.7,310.3,1481.0,41.5,83.0,No Failure
1370,Low,298.7,310.3,1451.0,40.0,86.0,No Failure
1371,Medium,298.7,310.3,1495.0,38.7,88.0,No Failure
1372,Medium,298.8,310.3,1573.0,41.8,91.0,No Failure
1373,Medium,298.8,310.3,1366.0,59.0,94.0,No Failure
1374,Low,298.8,310.3,1553.0,36.8,97.0,No Failure
1375,Medium,298.8,310.3,1528.0,37.1,99.0,No Failure
1376,Medium,298.8,310.2,1527.0,31.2,102.0,No Failure
1377,Low,298.8,310.2,1461.0,46.7,105.0,No Failure
1378,High,298.8,310.2,1455.0,44.9,107.0,No Failure
1379,Low,298.7,310.1,1620.0,34.8,112.0,No Failure
1380,Low,298.7,310.1,1786.0,27.7,114.0,No Failure
1381,Medium,298.8,310.2,1583.0,35.7,116.0,No Failure
1382,Low,298.8,310.1,1653.0,30.3,119.0,No Failure
1383,Medium,298.9,310.2,1331.0,49.0,121.0,No Failure
1384,Low,298.9,310.3,1484.0,43.8,124.0,No Failure
1385,Medium,298.9,310.2,1603.0,36.1,126.0,No Failure
1386,Low,298.9,310.2,1445.0,40.0,129.0,No Failure
1387,Low,298.9,310.1,1823.0,26.1,131.0,No Failure
1388,High,298.9,310.1,1491.0,45.3,133.0,No Failure
1389,Low,298.9,310.2,1533.0,42.8,138.0,No Failure
1390,Low,298.9,310.2,1409.0,54.8,140.0,No Failure
1391,Low,298.9,310.2,1895.5,12.800000000000011,142.0,Power Failure
1392,Medium,299.0,310.3,1494.0,46.6,144.0,No Failure
1393,Low,299.1,310.4,1594.0,33.3,147.0,No Failure
1394,Low,299.1,310.4,1527.0,44.0,149.0,No Failure
1395,Low,299.1,310.4,1452.0,39.7,151.0,No Failure
1396,Low,299.0,310.3,1483.0,39.2,153.0,No Failure
1397,Low,299.1,310.2,1569.0,38.2,155.0,No Failure
1398,Low,299.1,310.3,1472.0,46.6,157.0,No Failure
1399,Low,299.0,310.2,1533.0,43.5,159.0,No Failure
1400,High,298.9,310.1,1366.0,62.7,161.0,No Failure
1401,High,298.9,310.2,1532.0,37.7,166.0,No Failure
1402,Medium,298.9,310.1,1313.0,56.8,171.0,No Failure
1403,Low,299.0,310.2,1372.0,48.0,174.0,No Failure
1404,Medium,298.9,310.1,1555.0,40.6,176.0,No Failure
1405,Low,298.9,310.1,1394.0,42.7,179.0,No Failure
1406,Low,298.9,310.1,1442.0,48.0,181.0,No Failure
1407,Low,298.9,310.0,1564.0,33.8,183.0,No Failure
1408,Low,298.9,310.0,1452.0,48.9,185.0,No Failure
1409,Low,298.9,310.1,1466.0,42.5,187.0,No Failure
1410,Medium,298.9,310.1,1469.0,53.2,189.0,No Failure
1411,Low,298.9,310.1,1895.5,23.4,192.0,No Failure
1412,Medium,298.8,309.9,1415.0,53.2,194.0,No Failure
1413,Medium,298.7,309.8,1528.0,36.7,197.0,No Failure
1414,Medium,298.7,309.8,1570.0,42.1,200.0,No Failure
1415,Low,298.7,309.9,1617.0,33.0,203.0,No Failure
1416,Medium,298.7,309.9,1895.5,18.2,205.0,No Failure
1417,Low,298.7,309.9,1541.0,38.5,208.0,No Failure
1418,Low,298.8,309.9,1320.0,47.4,210.0,No Failure
1419,Low,298.7,309.8,1354.0,53.3,212.0,Overstrain Failure
1420,Medium,298.8,309.9,1495.0,35.2,214.0,No Failure
1421,Low,298.7,309.8,1589.0,31.8,217.0,No Failure
1422,Low,298.7,309.8,1530.0,35.5,0.0,No Failure
1423,Low,298.7,309.8,1539.0,33.4,2.0,No Failure
1424,Low,298.7,309.7,1462.0,46.8,4.0,No Failure
1425,Low,298.6,309.7,1356.0,54.0,6.0,No Failure
1426,Medium,298.7,309.7,1622.0,34.6,8.0,No Failure
1427,Low,298.7,309.8,1394.0,40.3,11.0,No Failure
1428,Low,298.8,309.9,1568.0,33.7,13.0,No Failure
1429,Medium,298.9,310.0,1456.0,43.8,15.0,No Failure
1430,Low,298.9,310.0,1378.0,49.3,18.0,No Failure
1431,Medium,298.9,309.9,1404.0,41.4,20.0,No Failure
1432,Low,298.8,309.8,1437.0,42.8,23.0,No Failure
1433,Low,298.8,309.8,1363.0,44.0,25.0,No Failure
1434,Medium,298.8,309.8,1377.0,49.6,27.0,No Failure
1435,High,298.8,309.9,1526.0,42.1,30.0,No Failure
1436,High,298.8,309.8,1510.0,44.2,35.0,No Failure
1437,High,298.8,309.9,1439.0,45.2,40.0,No Failure
1438,Low,298.8,309.9,1482.0,39.1,45.0,No Failure
1439,Medium,298.8,309.8,1534.0,37.0,47.0,No Failure
1440,Medium,298.8,309.9,1741.0,27.7,50.0,No Failure
1441,Low,298.8,309.9,1550.0,38.8,53.0,No Failure
1442,Medium,298.8,310.0,1486.0,38.5,55.0,No Failure
1443,Low,298.9,310.1,1602.0,38.2,58.0,No Failure
1444,Low,299.0,310.2,1477.0,37.9,60.0,No Failure
1445,Low,299.0,310.1,1618.0,29.2,62.0,No Failure
1446,Medium,299.0,310.2,1628.0,35.8,64.0,No Failure
1447,Medium,299.0,310.3,1662.0,33.6,67.0,No Failure
1448,Medium,299.0,310.3,1657.0,31.0,70.0,No Failure
1449,High,299.0,310.4,1677.0,30.8,73.0,No Failure
1450,Medium,299.0,310.3,1447.0,39.9,78.0,No Failure
1451,Low,298.9,310.4,1831.0,25.4,81.0,No Failure
1452,Low,299.0,310.3,1584.0,34.4,83.0,No Failure
1453,Low,299.1,310.4,1450.0,40.9,85.0,No Failure
1454,Low,299.1,310.4,1428.0,46.9,87.0,No Failure
1455,Low,299.0,310.4,1382.0,53.0,89.0,No Failure
1456,Low,299.0,310.3,1501.0,43.0,91.0,No Failure
1457,Low,299.0,310.3,1475.0,42.4,93.0,No Failure
1458,Low,298.9,310.3,1364.0,54.0,95.0,No Failure
1459,Low,299.0,310.3,1472.0,36.1,97.0,No Failure
1460,Low,299.0,310.3,1437.0,47.8,99.0,No Failure
1461,Low,298.9,310.2,1491.0,45.1,101.0,No Failure
1462,Low,298.9,310.2,1706.0,27.6,103.0,No Failure
1463,Low,298.8,310.1,1607.0,39.5,105.0,No Failure
1464,Low,298.8,310.0,1412.0,46.3,107.0,No Failure
1465,Low,298.7,309.8,1546.0,40.9,109.0,No Failure
1466,Low,298.7,309.8,1365.0,50.5,111.0,No Failure
1467,Low,298.6,309.8,1544.0,30.2,113.0,No Failure
1468,Medium,298.6,309.8,1419.0,44.9,115.0,No Failure
1469,Low,298.6,309.8,1497.0,41.6,118.0,No Failure
1470,Low,298.5,309.7,1437.0,42.6,120.0,No Failure
1471,Low,298.5,309.6,1421.0,53.6,122.0,No Failure
1472,Medium,298.5,309.6,1438.0,44.5,124.0,No Failure
1473,Medium,298.5,309.5,1315.0,48.9,127.0,No Failure
1474,Medium,298.5,309.5,1366.0,61.9,130.0,No Failure
1475,Medium,298.4,309.5,1519.0,35.4,133.0,No Failure
1476,Low,298.4,309.5,1692.0,28.3,136.0,No Failure
1477,Low,298.3,309.4,1570.0,35.6,138.0,No Failure
1478,Low,298.3,309.4,1568.0,35.8,140.0,No Failure
1479,Low,298.2,309.3,1355.0,43.8,142.0,No Failure
1480,Medium,298.2,309.3,1895.5,18.7,144.0,No Failure
1481,Medium,298.2,309.2,1332.0,60.2,147.0,No Failure
1482,Medium,298.1,309.1,1448.0,52.5,150.0,No Failure
1483,Low,298.0,308.9,1578.0,35.6,153.0,No Failure
1484,Medium,298.0,309.0,1562.0,39.2,155.0,No Failure
1485,Medium,298.1,309.0,1895.5,19.3,158.0,No Failure
1486,Medium,298.2,309.2,1524.0,34.6,161.0,No Failure
1487,Low,298.2,309.1,1429.0,48.5,164.0,No Failure
1488,Low,298.2,309.1,1568.0,36.3,166.0,No Failure
1489,Medium,298.2,309.0,1723.0,26.6,168.0,No Failure
1490,Low,298.2,309.0,1341.0,43.8,171.0,No Failure
1491,Medium,298.1,308.9,1353.0,46.2,173.0,No Failure
1492,Medium,298.0,308.7,1479.0,58.5,176.0,Power Failure
1493,Low,298.0,308.8,1496.0,44.9,179.0,No Failure
1494,Medium,298.0,308.7,1377.0,48.5,181.0,No Failure
1495,High,297.9,308.5,1383.0,44.6,184.0,No Failure
1496,Low,298.0,308.7,1268.0,67.19999999999999,189.0,Power Failure
1497,Low,298.0,308.7,1629.0,34.3,191.0,No Failure
1498,Low,298.0,308.8,1790.0,27.2,193.0,No Failure
1499,Medium,298.1,308.8,1895.5,16.3,195.0,No Failure
1500,Medium,298.0,308.7,1895.5,17.4,198.0,No Failure
1501,Medium,298.0,308.7,1436.0,48.2,201.0,No Failure
1502,Low,298.0,308.7,1462.0,48.2,204.0,No Failure
1503,Low,298.0,308.7,1771.0,26.2,206.0,No Failure
1504,Low,298.0,308.7,1506.0,47.0,208.0,No Failure
1505,Low,298.0,308.7,1626.0,36.7,210.0,No Failure
1506,Low,298.0,308.8,1610.0,33.7,212.0,No Failure
1507,Medium,298.0,308.6,1376.0,55.7,214.0,No Failure
1508,Medium,298.0,308.6,1507.0,37.3,217.0,No Failure
1509,Low,298.0,308.5,1429.0,37.7,220.0,Tool Wear Failure
1510,Medium,298.1,308.7,1547.0,38.9,0.0,No Failure
1511,Low,298.1,308.7,1642.0,30.3,3.0,No Failure
1512,High,298.0,308.7,1503.0,36.3,5.0,No Failure
1513,Low,298.1,308.7,1568.0,32.9,10.0,No Failure
1514,Medium,298.1,308.8,1628.0,37.6,12.0,No Failure
1515,Medium,298.2,308.9,1614.0,35.5,15.0,No Failure
1516,Low,298.2,308.9,1278.0,54.0,18.0,No Failure
1517,Medium,298.2,308.9,1408.0,38.8,20.0,No Failure
1518,High,298.2,309.0,1371.0,55.7,23.0,No Failure
1519,Medium,298.2,308.9,1512.0,38.5,28.0,No Failure
1520,Low,298.3,309.1,1472.0,40.1,31.0,No Failure
1521,Medium,298.2,308.9,1585.0,34.3,33.0,No Failure
1522,High,298.2,309.0,1562.0,37.7,36.0,No Failure
1523,Low,298.3,309.0,1519.0,36.9,41.0,No Failure
1524,Low,298.2,309.0,1601.0,35.8,43.0,No Failure
1525,Low,298.2,309.0,1895.5,13.8,45.0,No Failure
1526,Low,298.1,309.0,1787.0,27.6,47.0,No Failure
1527,High,298.1,309.1,1425.0,44.5,49.0,No Failure
1528,Low,298.1,309.0,1559.0,34.0,54.0,No Failure
1529,Low,298.1,309.0,1557.0,36.0,56.0,No Failure
1530,Low,298.1,309.0,1497.0,40.5,58.0,No Failure
1531,High,298.1,309.0,1438.0,41.4,60.0,No Failure
1532,Medium,298.1,308.9,1417.0,39.2,65.0,No Failure
1533,Medium,298.0,308.9,1339.0,51.4,68.0,No Failure
1534,Low,298.0,308.8,1757.0,29.1,71.0,No Failure
1535,Low,298.0,308.8,1581.0,36.1,73.0,No Failure
1536,Medium,298.2,308.9,1326.0,54.4,75.0,No Failure
1537,Medium,298.4,309.1,1467.0,39.6,78.0,No Failure
1538,Low,298.4,309.1,1798.0,29.6,81.0,No Failure
1539,Medium,298.5,309.2,1449.0,46.4,83.0,No Failure
1540,Medium,298.4,309.1,1525.0,39.3,86.0,No Failure
1541,Low,298.4,309.0,1895.5,15.1,89.0,No Failure
1542,Low,298.3,308.9,1379.0,54.7,91.0,No Failure
1543,Low,298.4,308.9,1628.0,34.9,93.0,No Failure
1544,Low,298.4,309.0,1474.0,52.7,95.0,No Failure
1545,Medium,298.4,309.0,1544.0,38.8,97.0,No Failure
1546,Low,298.4,308.9,1391.0,48.4,100.0,No Failure
1547,Low,298.3,308.9,1348.0,55.5,102.0,No Failure
1548,Medium,298.3,308.8,1349.0,52.1,104.0,No Failure
1549,Low,298.4,308.9,1706.0,29.5,107.0,No Failure
1550,Low,298.4,308.9,1638.0,32.4,109.0,No Failure
1551,Low,298.4,308.8,1458.0,40.1,111.0,No Failure
1552,Low,298.5,308.9,1781.0,27.8,113.0,No Failure
1553,Low,298.5,308.8,1332.0,59.1,115.0,No Failure
1554,Medium,298.4,308.7,1584.0,31.7,117.0,No Failure
1555,Low,298.4,308.6,1491.0,42.0,120.0,No Failure
1556,High,298.4,308.5,1398.0,47.1,122.0,No Failure
1557,Low,298.3,308.4,1585.0,30.6,127.0,No Failure
1558,Medium,298.2,308.3,1476.0,43.5,129.0,No Failure
1559,Low,298.2,308.3,1458.0,41.8,132.0,No Failure
1560,Medium,298.2,308.4,1510.0,39.9,134.0,No Failure
1561,Low,298.2,308.4,1388.0,53.8,137.0,No Failure
1562,Low,298.2,308.3,1895.5,16.8,139.0,No Failure
1563,Low,298.2,308.3,1402.0,51.0,141.0,No Failure
1564,Medium,298.0,308.2,1895.5,19.0,143.0,No Failure
1565,Low,298.0,308.2,1459.0,42.1,146.0,No Failure
1566,Medium,298.0,308.1,1403.0,44.8,148.0,No Failure
1567,Low,298.1,308.2,1521.0,39.3,151.0,No Failure
1568,Low,298.2,308.2,1407.0,47.1,153.0,No Failure
1569,Medium,298.1,308.2,1654.0,35.3,155.0,No Failure
1570,Low,298.2,308.4,1452.0,43.5,158.0,No Failure
1571,Low,298.3,308.4,1528.0,37.3,160.0,No Failure
1572,Low,298.2,308.3,1230.0,59.6,162.0,No Failure
1573,Low,298.2,308.2,1466.0,42.4,164.0,No Failure
1574,Low,298.2,308.2,1478.0,50.1,166.0,No Failure
1575,Low,298.2,308.3,1895.5,18.0,168.0,No Failure
1576,Low,298.3,308.4,1490.0,41.7,170.0,No Failure
1577,Low,298.3,308.4,1484.0,43.4,172.0,No Failure
1578,Low,298.3,308.4,1593.0,37.0,174.0,No Failure
1579,Low,298.3,308.3,1444.0,43.8,176.0,No Failure
1580,Medium,298.3,308.4,1444.0,47.5,178.0,No Failure
1581,Medium,298.2,308.3,1560.0,33.0,181.0,No Failure
1582,High,298.1,308.3,1530.0,42.0,184.0,No Failure
1583,Low,298.2,308.4,1310.0,61.0,189.0,Overstrain Failure
1584,Medium,298.2,308.3,1639.0,33.3,191.0,No Failure
1585,Low,298.2,308.3,1400.0,48.7,194.0,No Failure
1586,Medium,298.3,308.4,1486.0,44.2,196.0,No Failure
1587,Medium,298.2,308.3,1448.0,43.3,199.0,No Failure
1588,Low,298.2,308.3,1688.0,32.0,202.0,No Failure
1589,Medium,298.1,308.3,1453.0,41.5,204.0,No Failure
1590,Low,298.2,308.4,1497.0,37.7,207.0,No Failure
1591,Low,298.2,308.4,1355.0,49.4,209.0,No Failure
1592,Low,298.1,308.4,1592.0,38.2,211.0,No Failure
1593,Low,298.0,308.3,1544.0,34.7,213.0,No Failure
1594,Medium,298.0,308.2,1373.0,51.2,215.0,No Failure
1595,Low,298.0,308.2,1365.0,52.9,218.0,Overstrain Failure
1596,Low,298.0,308.1,1877.0,24.3,0.0,No Failure
1597,Low,297.9,308.1,1531.0,40.8,2.0,No Failure
1598,Low,297.9,308.0,1501.0,36.7,4.0,No Failure
1599,Low,297.9,308.0,1490.0,46.2,6.0,No Failure
1600,Medium,297.8,307.8,1543.0,43.7,8.0,No Failure
1601,Low,297.8,307.8,1597.0,38.2,11.0,No Failure
1602,High,297.8,307.9,1600.0,33.5,13.0,No Failure
1603,Medium,297.8,307.8,1622.0,32.1,18.0,No Failure
1604,Low,297.8,307.8,1452.0,39.8,21.0,No Failure
1605,Low,297.8,307.8,1396.0,42.5,23.0,No Failure
1606,Low,297.8,307.7,1505.0,39.7,25.0,No Failure
1607,Low,297.8,307.8,1412.0,48.3,27.0,No Failure
1608,Low,297.8,307.7,1393.0,38.0,29.0,No Failure
1609,Low,297.7,307.7,1581.0,34.9,31.0,No Failure
1610,Low,297.8,307.8,1573.0,37.9,33.0,No Failure
1611,Medium,297.8,307.9,1726.0,27.3,35.0,No Failure
1612,Medium,297.9,307.9,1540.0,39.8,38.0,No Failure
1613,Low,297.9,308.0,1296.0,62.9,41.0,No Failure
1614,Medium,297.8,307.9,1802.0,25.8,43.0,No Failure
1615,Low,297.8,307.9,1447.0,48.6,46.0,No Failure
1616,High,297.8,307.8,1662.0,30.7,48.0,No Failure
1617,Low,297.8,307.8,1563.0,34.3,53.0,No Failure
1618,Low,297.9,307.8,1286.0,59.5,55.0,No Failure
1619,Low,297.9,307.7,1590.0,34.6,57.0,No Failure
1620,Low,297.9,307.7,1492.0,43.7,59.0,No Failure
1621,Low,297.7,307.6,1844.0,21.9,61.0,No Failure
1622,High,297.7,307.6,1538.0,38.3,63.0,No Failure
1623,Low,297.7,307.6,1895.5,22.9,68.0,No Failure
1624,Medium,297.8,307.8,1310.0,57.9,70.0,No Failure
1625,Low,297.9,307.8,1365.0,46.9,73.0,No Failure
1626,Medium,297.9,307.8,1303.0,59.3,75.0,No Failure
1627,Low,297.9,307.8,1499.0,37.5,78.0,No Failure
1628,Low,297.9,307.8,1451.0,38.2,80.0,No Failure
1629,Medium,297.9,307.9,1336.0,54.4,82.0,No Failure
1630,Low,297.9,307.9,1412.0,44.5,85.0,No Failure
1631,Low,298.0,308.0,1433.0,39.2,87.0,No Failure
1632,Low,297.9,307.9,1426.0,43.6,89.0,No Failure
1633,Low,297.9,307.9,1476.0,45.2,91.0,No Failure
1634,High,297.9,307.9,1406.0,58.5,93.0,No Failure
1635,Low,297.8,307.8,1383.0,56.5,98.0,No Failure
1636,Low,297.9,307.8,1505.0,37.3,100.0,No Failure
1637,Low,297.9,307.8,1665.0,33.9,102.0,No Failure
1638,Low,297.9,307.8,1397.0,45.0,104.0,No Failure
1639,Medium,297.9,307.8,1450.0,43.5,106.0,No Failure
1640,Low,298.0,307.8,1567.0,36.4,109.0,No Failure
1641,Medium,298.0,308.0,1555.0,37.0,111.0,No Failure
1642,High,298.0,307.8,1588.0,35.4,114.0,No Failure
1643,Low,298.0,307.8,1453.0,37.7,119.0,No Failure
1644,Low,298.0,307.8,1622.0,33.3,121.0,No Failure
1645,Low,297.9,307.8,1538.0,38.5,123.0,No Failure
1646,Medium,297.9,307.7,1527.0,42.8,125.0,No Failure
1647,Low,297.8,307.8,1761.0,28.9,128.0,No Failure
1648,Low,297.9,307.8,1373.0,50.2,130.0,No Failure
1649,High,298.0,307.9,1482.0,37.8,132.0,No Failure
1650,Medium,298.0,307.9,1417.0,51.0,137.0,No Failure
1651,Low,298.0,307.8,1414.0,51.7,140.0,No Failure
1652,High,297.9,307.8,1635.0,34.0,142.0,No Failure
1653,Low,298.0,307.8,1386.0,57.3,147.0,No Failure
1654,Low,298.2,308.1,1379.0,62.3,149.0,No Failure
1655,Medium,298.2,308.0,1577.0,35.9,151.0,No Failure
1656,Low,298.2,308.1,1532.0,42.5,154.0,No Failure
1657,Medium,298.1,308.0,1374.0,48.8,156.0,No Failure
1658,High,298.1,308.0,1570.0,35.3,159.0,No Failure
1659,Low,298.1,308.0,1697.0,31.0,164.0,No Failure
1660,Low,298.2,308.0,1499.0,44.1,166.0,No Failure
1661,Medium,298.2,308.0,1411.0,47.2,168.0,No Failure
1662,High,298.2,307.9,1462.0,45.5,171.0,No Failure
1663,Medium,298.1,307.9,1759.0,28.6,176.0,No Failure
1664,Low,298.2,308.0,1535.0,38.0,179.0,No Failure
1665,High,298.2,307.9,1491.0,39.7,181.0,No Failure
1666,Low,298.2,307.9,1551.0,36.0,186.0,No Failure
1667,Low,298.2,307.9,1769.0,27.2,188.0,No Failure
1668,Low,298.2,307.9,1551.0,34.1,190.0,No Failure
1669,Low,298.2,307.9,1544.0,31.4,192.0,No Failure
1670,Low,298.2,307.8,1528.0,31.1,194.0,No Failure
1671,Low,298.1,307.9,1614.0,35.8,196.0,No Failure
1672,Low,298.1,307.8,1432.0,49.8,198.0,No Failure
1673,Medium,298.1,307.8,1384.0,43.7,200.0,No Failure
1674,Low,298.1,307.8,1540.0,37.8,203.0,No Failure
1675,Low,298.0,307.7,1407.0,43.9,205.0,No Failure
1676,High,297.9,307.6,1418.0,43.0,207.0,No Failure
1677,Medium,297.9,307.5,1647.0,30.8,212.0,No Failure
1678,Low,298.0,307.5,1644.0,32.8,215.0,No Failure
1679,Low,298.0,307.5,1792.0,27.9,217.0,No Failure
1680,Medium,297.9,307.4,1610.0,34.6,219.0,No Failure
1681,Medium,297.8,307.3,1804.0,26.0,222.0,No Failure
1682,High,297.9,307.4,1604.0,36.1,225.0,Tool Wear Failure
1683,Medium,297.9,307.4,1403.0,52.8,0.0,No Failure
1684,Low,297.8,307.3,1438.0,44.5,3.0,No Failure
1685,Low,297.9,307.3,1824.0,26.3,5.0,No Failure
1686,High,297.9,307.3,1663.0,28.7,7.0,No Failure
1687,Low,297.9,307.3,1502.0,36.7,12.0,No Failure
1688,Low,297.9,307.4,1606.0,35.5,14.0,No Failure
1689,Low,297.9,307.5,1561.0,37.7,16.0,No Failure
1690,Medium,297.9,307.4,1435.0,42.9,18.0,No Failure
1691,Low,297.9,307.5,1602.0,38.3,21.0,No Failure
1692,Medium,298.1,307.6,1764.0,27.7,23.0,No Failure
1693,High,298.0,307.5,1683.0,27.8,26.0,No Failure
1694,Low,298.0,307.5,1618.0,35.2,31.0,No Failure
1695,Low,298.0,307.6,1509.0,41.6,33.0,No Failure
1696,Low,297.9,307.6,1550.0,39.0,35.0,No Failure
1697,Medium,297.9,307.6,1519.0,44.0,37.0,No Failure
1698,Low,297.9,307.6,1481.0,38.0,40.0,No Failure
1699,Low,298.1,307.7,1289.0,48.3,42.0,No Failure
1700,Medium,298.0,307.6,1844.0,23.8,44.0,No Failure
1701,Low,298.0,307.7,1479.0,42.5,47.0,No Failure
1702,Low,298.0,307.7,1430.0,47.3,49.0,No Failure
1703,Medium,298.1,307.8,1636.0,36.7,51.0,No Failure
1704,Medium,298.1,307.8,1503.0,44.7,54.0,No Failure
1705,Medium,298.1,307.8,1608.0,32.6,57.0,No Failure
1706,Low,298.2,307.8,1521.0,42.9,60.0,No Failure
1707,Low,298.2,307.8,1439.0,41.6,62.0,No Failure
1708,Low,298.2,307.8,1627.0,31.5,64.0,No Failure
1709,Low,298.2,307.8,1749.0,26.1,66.0,No Failure
1710,Low,298.2,307.8,1530.0,35.9,68.0,No Failure
1711,Low,298.2,307.8,1355.0,51.3,70.0,No Failure
1712,Low,298.3,307.9,1551.0,33.8,72.0,No Failure
1713,Low,298.2,307.8,1515.0,46.7,74.0,No Failure
1714,Low,298.2,307.8,1388.0,48.6,76.0,No Failure
1715,Low,298.2,307.8,1585.0,34.6,78.0,No Failure
1716,Low,298.1,307.7,1523.0,37.7,80.0,No Failure
1717,Low,298.2,307.6,1369.0,54.5,82.0,No Failure
1718,Medium,298.2,307.7,1681.0,31.0,84.0,No Failure
1719,Low,298.2,307.7,1503.0,38.3,87.0,No Failure
1720,Low,298.2,307.7,1459.0,44.5,89.0,No Failure
1721,Low,298.2,307.7,1688.0,32.4,91.0,No Failure
1722,Medium,298.2,307.7,1895.5,21.6,93.0,No Failure
1723,Low,298.2,307.8,1895.5,19.9,96.0,No Failure
1724,Medium,298.3,307.8,1457.0,52.5,98.0,No Failure
1725,Medium,298.3,307.8,1392.0,50.4,101.0,No Failure
1726,Low,298.3,307.8,1895.5,22.1,104.0,No Failure
1727,Medium,298.3,307.7,1602.0,33.4,106.0,No Failure
1728,Low,298.3,307.7,1465.0,49.4,109.0,No Failure
1729,Medium,298.3,307.7,1439.0,43.8,111.0,No Failure
1730,Medium,298.3,307.8,1330.0,55.4,114.0,No Failure
1731,Medium,298.3,307.9,1485.0,42.0,117.0,No Failure
1732,High,298.4,307.9,1700.0,28.2,120.0,No Failure
1733,Low,298.4,308.0,1515.0,42.8,125.0,No Failure
1734,Medium,298.5,308.1,1501.0,39.2,127.0,No Failure
1735,Low,298.4,308.0,1380.0,47.6,130.0,No Failure
1736,Low,298.4,307.9,1544.0,35.9,132.0,No Failure
1737,Low,298.4,307.9,1743.0,27.3,134.0,No Failure
1738,High,298.4,307.9,1895.5,21.4,136.0,No Failure
1739,High,298.5,307.9,1260.0,54.2,141.0,No Failure
1740,Medium,298.5,307.9,1640.0,33.1,146.0,No Failure
1741,Medium,298.5,308.0,1363.0,49.2,149.0,No Failure
1742,Low,298.5,308.0,1379.0,49.6,152.0,No Failure
1743,Medium,298.5,308.0,1713.0,25.8,154.0,No Failure
1744,Medium,298.5,308.0,1461.0,51.9,157.0,No Failure
1745,Low,298.5,308.0,1624.0,29.8,160.0,No Failure
1746,Low,298.4,308.0,1526.0,41.1,162.0,No Failure
1747,Low,298.4,307.9,1895.5,14.2,164.0,No Failure
1748,High,298.4,307.7,1626.0,31.1,166.0,Random Failures
1749,Low,298.3,307.7,1576.0,33.8,171.0,No Failure
1750,Medium,298.4,307.8,1617.0,31.6,173.0,No Failure
1751,Low,298.3,307.6,1895.5,20.6,176.0,No Failure
1752,Low,298.2,307.6,1492.0,37.2,178.0,No Failure
1753,Low,298.2,307.5,1470.0,51.3,180.0,No Failure
1754,Medium,298.0,307.4,1463.0,46.5,182.0,No Failure
1755,Low,298.0,307.3,1424.0,46.5,185.0,No Failure
1756,Medium,298.1,307.4,1363.0,60.1,187.0,No Failure
1757,Medium,298.1,307.4,1335.0,56.2,190.0,No Failure
1758,Low,298.1,307.4,1608.0,33.9,193.0,No Failure
1759,High,298.0,307.4,1606.0,35.2,195.0,No Failure
1760,Low,298.1,307.5,1684.0,33.1,200.0,No Failure
1761,Low,298.1,307.6,1895.5,20.3,202.0,No Failure
1762,High,298.2,307.6,1460.0,48.6,204.0,No Failure
1763,Low,298.2,307.6,1511.0,31.0,209.0,Tool Wear Failure
1764,High,298.2,307.6,1318.0,55.7,0.0,No Failure
1765,Low,298.2,307.6,1368.0,51.8,5.0,No Failure
1766,Medium,298.3,307.7,1717.0,27.1,7.0,No Failure
1767,Medium,298.3,307.7,1520.0,41.4,10.0,No Failure
1768,Medium,298.3,307.8,1485.0,42.0,13.0,No Failure
1769,Low,298.4,307.9,1895.5,23.2,16.0,No Failure
1770,High,298.4,307.9,1605.0,31.0,18.0,No Failure
1771,Low,298.4,307.9,1446.0,45.3,23.0,No Failure
1772,Low,298.4,308.0,1508.0,47.9,25.0,No Failure
1773,Low,298.5,308.0,1384.0,59.5,27.0,No Failure
1774,Medium,298.5,308.0,1519.0,37.3,29.0,No Failure
1775,Low,298.5,308.0,1404.0,48.1,32.0,No Failure
1776,Low,298.5,308.1,1564.0,31.1,34.0,No Failure
1777,High,298.6,308.2,1555.0,36.8,36.0,No Failure
1778,Low,298.6,308.2,1325.0,54.0,41.0,No Failure
1779,Medium,298.6,308.2,1488.0,44.0,43.0,No Failure
1780,Low,298.5,308.2,1595.0,32.3,46.0,No Failure
1781,Low,298.5,308.1,1662.0,28.6,48.0,No Failure
1782,Low,298.4,308.0,1571.0,37.4,50.0,No Failure
1783,High,298.3,308.0,1553.0,41.0,52.0,No Failure
1784,Low,298.3,308.0,1895.5,12.800000000000011,57.0,Power Failure
1785,Low,298.2,308.0,1538.0,38.2,59.0,No Failure
1786,Low,298.4,308.2,1618.0,33.0,61.0,No Failure
1787,Low,298.4,308.2,1364.0,45.9,63.0,No Failure
1788,Low,298.3,308.0,1442.0,47.3,65.0,No Failure
1789,Low,298.2,307.9,1313.0,67.19999999999999,67.0,Power Failure
1790,Low,298.2,307.9,1847.0,23.6,69.0,No Failure
1791,Low,298.1,307.8,1524.0,40.8,71.0,No Failure
